Throughput: 81.77
[2025-06-16 21:48:42.237] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:42.585] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:42.933] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:43.277] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:43.625] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:43.971] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:44.319] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:44.666] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:45.013] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:45.362] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:45.710] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3617.280 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:46.057] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:46.405] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:46.754] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:47.101] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:47.448] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:48:47.797] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1932.288 mW,
