Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,33.91,efficientvit_b3,7918.228,2591.867,1871.262,308810.88,101082.816,72979.2
dla0,918000000,41.09,efficientvit_b3,9690.342,4141.049,1953.964,377923.328,161500.928,76204.608
