Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,34.26,super_resolution_bsd500-bs1,8104.32,2557.262,1936.368,324172.8,102290.496,77454.72
dla0,918000000,39.00,super_resolution_bsd500-bs1,9730.882,3995.902,2010.787,389235.264,159836.096,80431.488
