Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,26.85,efficientnet_b5,8149.68,2455.616,2097.648,325987.2,98224.64,83905.92
dla0,918000000,31.00,efficientnet_b5,9722.34,3833.29,2119.117,379171.264,149498.304,82645.568
