Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,47.96,yolov3-tiny-416-bs1,8078.474,2509.291,1965.342,315060.48,97862.336,76648.32
dla0,918000000,51.02,yolov3-tiny-416-bs1,9393.067,3714.153,2000.414,366329.6,144851.968,78016.128
