Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,22.75,yolo11n,7775.557,2042.734,2028.406,303246.72,79666.624,79107.84
dla0,918000000,23.13,yolo11n,8803.678,3006.155,2054.088,343343.424,117240.064,80109.44
