engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,label
resnet50_Opset17,DLA0,729600,918000000,60.0,60.04,83.45,10092.35,2902.11,3172.53,App 1
yolo11n,DLA0,729600,918000000,30.0,29.61,29.63,10092.35,2902.11,3172.53,App 2
yolov3-tiny-416-bs1,DLA0,729600,918000000,30.0,30.04,59.36,10092.35,2902.11,3172.53,App 3
