Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,75.56,resnet50_Opset17,7587.216,2474.738,1813.392,303488.64,98989.504,72535.68
gpu,918000000,92.95,resnet50_Opset17,9257.542,3981.018,1847.822,370301.696,159240.704,73912.896
