Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,33.81,yolo11n,7759.584,2456.429,1877.827,310383.36,98257.152,75113.088
gpu,918000000,37.13,yolo11n,9505.344,3980.78,1955.648,370708.416,155250.432,76270.272
