Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,35.23,efficientnet_b5,8324.064,2416.266,2143.666,332962.56,96650.624,85746.624
dla0,918000000,39.22,efficientnet_b5,9536.543,3480.953,2219.241,371925.184,135757.184,86550.4
