Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,37.13,super_resolution_bsd500-bs1,7995.766,2451.487,1935.36,311834.88,95608.0,75479.04
dla0,918000000,41.12,super_resolution_bsd500-bs1,9457.063,3765.522,1993.188,368825.472,146855.36,77734.336
