Throughput: 35.41
[2025-04-14 16:10:06.718] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:07.094] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:07.481] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:07.867] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:08.248] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:08.635] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:09.019] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:09.402] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:09.783] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:10.165] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:10.546] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:10.929] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:11.315] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:11.696] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:12.076] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:12.460] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:12.840] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:13.217] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:13.602] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:13.977] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:14.361] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:14.745] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:15.126] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:15.504] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:15.885] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:16.266] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:16.650] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:17.033] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:17.411] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:17.797] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:18.181] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:18.564] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:18.946] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:19.326] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:19.707] VDD_IN: 7418.880 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:10:20.085] VDD_IN: 7297.920 mW, VDD_CPU_GPU_CV: 2053.056 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:10:20.461] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2053.056 mW, VDD_SOC: 1774.080 mW,
[2025-04-14 16:10:20.839] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 2012.800 mW, VDD_SOC: 1774.080 mW,
[2025-04-14 16:10:21.220] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 1972.544 mW, VDD_SOC: 1774.080 mW,
[2025-04-14 16:10:21.594] VDD_IN: 6854.400 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1733.760 mW,
