Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,57.24,yolov3-tiny-416-bs1,7367.949,1973.603,1935.36,279982.08,74996.928,73543.68
dla0,918000000,58.39,yolov3-tiny-416-bs1,8175.655,2804.501,1892.972,318850.56,109375.552,73825.92
