Throughput: 42.27
[2025-04-14 16:03:44.166] VDD_IN: 10667.840 mW, VDD_CPU_GPU_CV: 2849.088 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:44.534] VDD_IN: 10547.072 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:44.908] VDD_IN: 10547.072 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:45.285] VDD_IN: 10547.072 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 16:03:45.658] VDD_IN: 10627.584 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:46.033] VDD_IN: 10547.072 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:46.402] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 3462.016 mW,
[2025-04-14 16:03:46.776] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 2692.864 mW, VDD_SOC: 3496.704 mW,
[2025-04-14 16:03:47.146] VDD_IN: 10547.072 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:47.516] VDD_IN: 10627.584 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:47.889] VDD_IN: 10506.816 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:48.259] VDD_IN: 10547.072 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:48.629] VDD_IN: 10667.840 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:48.998] VDD_IN: 10386.048 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 3456.512 mW,
[2025-04-14 16:03:49.373] VDD_IN: 10426.304 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3496.704 mW,
[2025-04-14 16:03:49.745] VDD_IN: 10667.840 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:50.116] VDD_IN: 10627.584 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:50.486] VDD_IN: 10426.304 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 3502.272 mW,
[2025-04-14 16:03:50.855] VDD_IN: 10506.816 mW, VDD_CPU_GPU_CV: 2692.864 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:51.227] VDD_IN: 10627.584 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:51.601] VDD_IN: 10547.072 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 16:03:51.974] VDD_IN: 10386.048 mW, VDD_CPU_GPU_CV: 2692.864 mW, VDD_SOC: 3502.272 mW,
[2025-04-14 16:03:52.348] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 3421.760 mW,
[2025-04-14 16:03:52.720] VDD_IN: 10506.816 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 3536.896 mW,
