Throughput: 52.32
[2025-06-16 23:51:02.325] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:02.672] VDD_IN: 8413.504 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:03.018] VDD_IN: 8413.504 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:03.366] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:03.715] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:04.061] VDD_IN: 8413.504 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:04.410] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:04.757] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:05.104] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2612.480 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:05.453] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:05.802] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:06.147] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:06.493] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:06.844] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:07.192] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
[2025-06-16 23:51:07.539] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 2652.672 mW, VDD_SOC: 2093.312 mW,
