Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,82.71,resnet50_Opset17,7955.446,2637.284,1871.262,310262.4,102854.08,72979.2
gpu,918000000,104.52,resnet50_Opset17,9687.245,4141.752,1956.029,377802.56,161528.32,76285.12
