Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,52.07,yolov3-tiny-416-bs1,7808.64,2074.732,2035.643,304536.96,80914.56,79390.08
gpu,918000000,57.74,yolov3-tiny-416-bs1,8794.742,2998.942,2052.104,342994.944,116958.72,80032.064
