Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,36.28,efficientvit_b3,8161.776,2471.718,2096.64,326471.04,98868.736,83865.6
gpu,918000000,49.78,efficientvit_b3,9795.291,3891.259,2119.478,391811.648,155650.368,84779.136
