Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,52.09,efficientnet_b5,8139.471,2585.674,1937.428,317439.36,100841.28,75559.68
gpu,918000000,66.11,efficientnet_b5,9735.914,3992.893,2011.794,389436.544,159715.712,80471.744
