Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,40.08,super_resolution_bsd500-bs1,8315.225,2802.785,1937.349,324293.76,109308.608,75556.608
gpu,918000000,46.33,super_resolution_bsd500-bs1,10010.325,4353.374,2001.446,390402.688,169781.568,78056.384
