Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,48.38,yolov3-tiny-416-bs1,8013.342,2715.732,1877.465,312520.32,105913.536,73221.12
gpu,918000000,58.11,yolov3-tiny-416-bs1,10053.678,4485.223,1969.447,392093.44,174923.712,76808.448
