Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,87.28,resnet50_Opset17,8310.055,2804.5,1935.202,324092.16,109375.488,75472.896
gpu,918000000,106.09,resnet50_Opset17,10072.258,4387.328,2007.639,392818.048,171105.792,78297.92
