Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,32.99,yolo11n,7771.422,2521.677,1845.415,303085.44,98345.408,71971.2
gpu,918000000,36.59,yolo11n,9326.288,3913.124,1903.605,363725.248,152611.84,74240.576
