Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,45.50,efficientvit_b3,7993.44,2681.941,1870.848,319737.6,107277.632,74833.92
gpu,918000000,62.51,efficientvit_b3,10093.934,4512.857,1975.641,393663.424,176001.408,77049.984
