Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,41.66,efficientvit_b3,7948.209,2689.927,1857.822,309980.16,104907.136,72455.04
gpu,918000000,56.07,efficientvit_b3,9951.49,4443.919,1956.029,388108.096,173312.832,76285.12
