Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,53.44,yolov3-tiny-416-bs1,8254.228,2749.819,1929.157,321914.88,107242.944,75237.12
gpu,918000000,57.91,yolov3-tiny-416-bs1,9673.826,4093.719,1959.125,377279.232,159655.04,76405.888
