Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,85.85,resnet50_Opset17,7677.342,2445.294,1847.483,299416.32,95366.464,72051.84
gpu,918000000,102.56,resnet50_Opset17,9089.598,3766.712,1892.032,354494.336,146901.76,73789.248
