Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,42.77,efficientnet_b5,7881.552,2633.749,1854.72,315262.08,105349.952,74188.8
gpu,918000000,56.86,efficientnet_b5,10212.947,4613.717,1982.526,408517.888,184548.672,79301.056
