Throughput: 115.72
[2025-04-18 14:29:50.944] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3577.088 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:29:51.329] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3577.088 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 14:29:51.718] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3577.088 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 14:29:52.106] VDD_IN: 8816.064 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:29:52.491] VDD_IN: 8695.296 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:52.868] VDD_IN: 8695.296 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:53.249] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3536.896 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 14:29:53.643] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 14:29:54.034] VDD_IN: 8574.528 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:54.420] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:54.806] VDD_IN: 8668.800 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:55.189] VDD_IN: 8628.480 mW, VDD_CPU_GPU_CV: 3335.936 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:55.576] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:55.960] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3416.320 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:56.348] VDD_IN: 8628.480 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:29:56.740] VDD_IN: 8735.552 mW, VDD_CPU_GPU_CV: 3376.128 mW, VDD_SOC: 1892.032 mW,
