Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,50.02,efficientnet_b5,7967.232,2704.197,1922.256,318689.28,108167.872,76890.24
gpu,918000000,66.75,efficientnet_b5,9837.947,4420.423,1925.063,383679.936,172396.48,75077.44
