engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
resnet50_Opset17,DLA0,1267200,918000000,40.0,39.99,93.22,10544.19,4809.24,2042.07,816000000.0,1984000.0,1984000.0,App 1
resnet50_Opset17,DLA0,1267200,918000000,120.0,115.88,116.17,10544.19,4809.24,2042.07,816000000.0,1984000.0,1984000.0,App 2
yolo11n,GPU,1267200,918000000,30.0,30.0,41.92,10544.19,4809.24,2042.07,816000000.0,1984000.0,1984000.0,App 3
yolov3-tiny-416-bs1,DLA0,1267200,918000000,30.0,30.01,51.15,10544.19,4809.24,2042.07,816000000.0,1984000.0,1984000.0,App 4
