Throughput: 75.56
[2025-04-12 17:57:13.693] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:14.067] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:14.456] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:14.835] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:15.213] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:15.595] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:15.971] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:16.345] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:16.725] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:17.101] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:17.481] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:17.862] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:18.248] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:18.630] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:19.010] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:19.382] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:19.761] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:20.137] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:20.522] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:20.905] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:21.285] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:21.663] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:22.038] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:22.415] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:22.795] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:23.173] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:23.548] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:23.924] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:24.308] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:24.684] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:25.061] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:25.434] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:25.808] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:26.183] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:26.560] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:26.941] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:27.321] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:27.691] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:28.067] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-12 17:57:28.445] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1774.080 mW,
