Throughput: 58.83
[2025-04-12 19:08:44.846] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:45.230] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:45.611] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:45.993] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:46.371] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:46.748] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:47.129] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:47.508] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:47.892] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:48.274] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4574.592 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:48.655] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:49.034] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:49.426] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:49.809] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:50.189] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:50.569] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:50.949] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:51.328] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:51.711] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:52.098] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:52.481] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4574.592 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:52.863] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4574.592 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:53.246] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:53.629] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:54.011] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4614.720 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:54.385] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:54.767] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:55.148] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:55.532] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:55.910] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:56.292] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:56.674] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:57.054] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:57.438] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:08:57.821] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1972.544 mW,
