Throughput: 52.86
[2025-04-12 18:47:02.825] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:03.209] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:03.590] VDD_IN: 7741.440 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:03.971] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:04.358] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:04.742] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:05.125] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:05.508] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:05.890] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:06.277] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:06.663] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:07.049] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:07.434] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:07.817] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:08.197] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:08.577] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 18:47:08.959] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1854.720 mW,
