engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
resnet50_Opset17,GPU,1036800,816000000,30.0,30.01,66.64,9882.92,4725.99,1856.12,612000000.0,1984000.0,1984000.0,App 1
resnet50_Opset17,GPU,1036800,816000000,60.0,60.07,87.24,9882.92,4725.99,1856.12,612000000.0,1984000.0,1984000.0,App 2
yolov3-tiny-416-bs1,GPU,1036800,816000000,30.0,30.01,54.08,9882.92,4725.99,1856.12,612000000.0,1984000.0,1984000.0,App 3
yolov3-tiny-416-bs1,GPU,1036800,816000000,60.0,60.08,72.56,9882.92,4725.99,1856.12,612000000.0,1984000.0,1984000.0,App 4
