engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
resnet50_Opset17,DLA0,576000,306000000,30.0,29.99,46.62,6587.67,1525.14,1808.95,306000000.0,576000.0,576000.0,App 1
resnet50_Opset17,DLA0,576000,306000000,30.0,29.98,45.41,6587.67,1525.14,1808.95,306000000.0,576000.0,576000.0,App 2
yolov3-tiny-416-bs1,DLA0,576000,306000000,30.0,29.99,31.55,6587.67,1525.14,1808.95,306000000.0,576000.0,576000.0,App 3
yolov3-tiny-416-bs1,DLA0,576000,306000000,30.0,29.99,32.02,6587.67,1525.14,1808.95,306000000.0,576000.0,576000.0,App 4
