Throughput: 34.26
[2025-04-18 14:00:15.532] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 14:00:15.913] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:16.291] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:16.671] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:17.054] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:17.435] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:17.810] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:18.189] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1975.680 mW,
[2025-04-18 14:00:18.571] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:18.952] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:19.330] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:19.708] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:20.083] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:20.464] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:20.842] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:21.217] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:21.598] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:21.979] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:22.362] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1975.680 mW,
[2025-04-18 14:00:22.745] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:23.121] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:23.500] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:23.882] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:24.262] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:24.644] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:25.019] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:25.393] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:25.776] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:26.158] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:26.538] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:26.915] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:27.299] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:27.678] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:28.061] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:28.444] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:28.826] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:29.211] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:29.594] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2536.128 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:29.978] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2576.384 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 14:00:30.355] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1935.360 mW,
