Throughput: 172.44
[2025-04-14 15:40:19.631] VDD_IN: 7620.480 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:20.002] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:20.374] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:20.744] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:21.115] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:21.484] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:21.854] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:22.224] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:22.602] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:22.973] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:23.344] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:23.716] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:24.088] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:24.457] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:24.828] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:25.200] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:25.570] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:25.941] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:26.315] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:26.688] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:27.059] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:27.432] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:27.802] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:28.174] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:28.550] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:28.921] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:29.290] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:29.665] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:30.033] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:30.406] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:30.773] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:31.142] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:31.512] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:31.881] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:32.255] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:32.627] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:32.997] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:33.367] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:33.736] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 15:40:34.111] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1814.400 mW,
