Throughput: 47.62
[2025-04-12 19:11:50.417] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:11:50.805] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:11:51.196] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:51.586] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:51.980] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:52.367] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:52.759] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:53.144] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:53.532] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:53.916] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:54.299] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:54.685] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:55.080] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:55.466] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:55.857] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:56.251] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:56.645] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:57.035] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:57.420] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:57.806] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:58.198] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:58.593] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:58.976] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:59.369] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:11:59.751] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:00.138] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:00.518] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:00.906] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:01.294] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:01.681] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:02.065] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:02.454] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:02.842] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:03.225] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:03.603] VDD_IN: 10023.744 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:03.991] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2012.800 mW,
[2025-04-12 19:12:04.373] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 19:12:04.756] VDD_IN: 9218.624 mW, VDD_CPU_GPU_CV: 3617.280 mW, VDD_SOC: 1972.544 mW,
