Throughput: 32.98
[2025-04-18 14:28:15.988] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:16.370] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:16.748] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:17.125] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:17.501] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:17.883] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:18.260] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:18.638] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:19.013] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:19.396] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:19.771] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:20.153] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:20.537] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:20.914] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:21.292] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
