Throughput: 31.00
[2025-04-18 14:01:56.242] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:56.623] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:57.003] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:57.383] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:57.762] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:01:58.142] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:58.524] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:58.906] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:59.282] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:59.656] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:00.033] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:00.407] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:00.780] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:01.155] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:01.534] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:01.910] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:02.285] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:02.670] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:03.048] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:03.429] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:03.808] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:04.191] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
