engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,label
resnet50_Opset17,DLA0,729600,714000000,60.0,60.03,84.99,7727.2,2431.62,1881.52,App 1
yolo11n,GPU,729600,714000000,30.0,31.6,33.42,7727.2,2431.62,1881.52,App 2
yolov3-tiny-416-bs1,DLA0,729600,714000000,30.0,30.01,44.35,7727.2,2431.62,1881.52,App 3
