Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,29.13,efficientnet_b5,7888.608,2296.605,2033.136,315544.32,91864.192,81325.44
dla0,918000000,30.36,efficientnet_b5,9216.611,3538.906,2051.043,368664.448,141556.224,82041.728
