Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,25.22,efficientvit_b3,8064.983,2632.35,1900.94,330664.32,107926.336,77938.56
dla0,918000000,32.98,efficientvit_b3,10119.739,4398.804,2032.412,394669.824,171553.344,79264.064
