Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,110.78,resnet50_Opset17,7748.677,2357.557,1884.702,302198.4,91944.704,73503.36
dla0,918000000,109.39,resnet50_Opset17,8868.354,3460.743,1887.795,336997.44,131508.224,71736.192
