Throughput: 54.59
[2025-04-18 14:33:01.056] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 14:33:01.442] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1851.776 mW,
[2025-04-18 14:33:01.825] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:02.203] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:02.585] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:02.969] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:03.360] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:03.741] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:04.125] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:04.514] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:04.897] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:05.281] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:05.663] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 1811.520 mW,
[2025-04-18 14:33:06.046] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:06.431] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:06.809] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1811.520 mW,
[2025-04-18 14:33:07.197] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1811.520 mW,
[2025-04-18 14:33:07.585] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:07.967] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:08.353] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:08.729] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:09.114] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2974.208 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:09.506] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:09.888] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1811.520 mW,
[2025-04-18 14:33:10.277] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:10.668] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:11.053] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1811.520 mW,
[2025-04-18 14:33:11.442] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:11.822] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:12.206] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:12.586] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 3094.784 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:12.976] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:13.358] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:13.742] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3054.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:14.122] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:14.506] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:14.887] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:15.275] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1814.400 mW,
[2025-04-18 14:33:15.660] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 3014.400 mW, VDD_SOC: 1811.520 mW,
