Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
dla0,612000000,47.91,yolov3-tiny-416-bs1,7032.222,1829.067,1894.006,274256.64,71333.632,73866.24
dla0,918000000,49.63,yolov3-tiny-416-bs1,7751.778,2582.577,1818.535,302319.36,100720.512,70922.88
