Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,77.01,yolov3-tiny-416-bs1,6533.856,1775.088,1733.76,261354.24,71003.52,69350.4
gpu,918000000,82.08,yolov3-tiny-416-bs1,7315.056,2564.307,1687.392,292602.24,102572.288,67495.68
