Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,53.01,super_resolution_bsd500-bs1,7498.512,2242.259,1853.712,299940.48,89690.368,74148.48
gpu,918000000,59.94,super_resolution_bsd500-bs1,8745.47,3397.229,1891.026,349818.816,135889.152,75641.024
