Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,80.31,efficientnet_b5,7294.97,2273.973,1814.4,299093.76,93232.896,74390.4
gpu,918000000,101.80,efficientnet_b5,8677.267,3574.147,1803.38,355767.936,146540.032,73938.56
