Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,41.57,yolo11n,6680.016,1770.446,1774.08,267200.64,70817.856,70963.2
gpu,918000000,45.29,yolo11n,7477.344,2576.384,1733.76,299093.76,103055.36,69350.4
