Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,65.70,efficientvit_b3,7734.556,2529.255,1854.72,317116.8,103699.456,76043.52
gpu,918000000,84.18,efficientvit_b3,9550.736,4131.573,1931.282,382029.44,165262.912,77251.264
