Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,165.38,resnet50_Opset17,7191.711,2217.026,1753.428,294860.16,90898.048,71890.56
gpu,918000000,192.90,resnet50_Opset17,8421.963,3337.897,1775.978,345300.48,136853.76,72815.104
