Throughput: 51.73
[2025-06-16 21:53:54.419] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:54.772] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:55.123] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:55.482] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:55.835] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:56.190] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:56.540] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:56.892] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:57.245] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:57.599] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:57.952] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:58.305] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:58.660] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:59.013] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:59.367] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:53:59.728] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:00.080] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:00.431] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:00.785] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:01.139] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:01.492] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:01.845] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:02.199] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:02.549] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1733.760 mW,
[2025-06-16 21:54:02.900] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:03.254] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:03.605] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:03.961] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:04.315] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:04.668] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:05.020] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:05.370] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:05.720] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:06.070] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:06.424] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:06.782] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:07.136] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:07.488] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:07.840] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:08.192] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
[2025-06-16 21:54:08.544] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1774.080 mW,
