Throughput: 55.14
[2025-04-14 17:48:45.031] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:45.415] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:45.800] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:46.181] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:46.565] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:46.948] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:47.337] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:47.718] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:48.101] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:48.485] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:48.868] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:49.247] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:49.632] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:50.020] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:50.407] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:50.789] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:51.174] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:51.556] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:51.939] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:52.321] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:52.702] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:53.088] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:53.472] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:53.859] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:54.240] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:54.622] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:55.006] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
