engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq
yolov3-tiny-416-bs1,GPU,1984000,918000000,40.00,40.02,80.55,9722.66,4618.90,1845.91,918000000.00,1984000.00,1574400.00
resnet50_Opset17,GPU,1984000,918000000,70.00,70.07,136.44,9722.66,4618.90,1845.91,918000000.00,1984000.00,1574400.00
efficientnet_b5,GPU,1984000,918000000,50.00,50.03,82.30,9722.66,4618.90,1845.91,918000000.00,1984000.00,1574400.00
