engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,label
efficientnet_b5,DLA0,729600,918000000,30,,,,,,App 1
efficientvit_b3,DLA1,729600,918000000,30,,,,,,App 2
yolo11n,DLA0,729600,918000000,30,,,,,,App 3
