Throughput: 53.79
[2025-04-18 14:28:14.852] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:15.231] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:15.614] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:15.988] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:16.367] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:16.746] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:17.127] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:17.502] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:17.885] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:18.260] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:18.638] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:19.013] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:19.395] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:19.771] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:20.153] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:20.537] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:20.913] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:21.293] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:21.671] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:22.052] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:22.431] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:22.812] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:23.191] VDD_IN: 10104.256 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:23.565] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:23.945] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:24.329] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:24.703] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:25.080] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:25.460] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:25.840] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:26.220] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:26.599] VDD_IN: 10064.000 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:26.979] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:27.358] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:27.739] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:28.119] VDD_IN: 10184.768 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:28.498] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 14:28:28.873] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:29.251] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:28:29.632] VDD_IN: 10144.512 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2053.056 mW,
