Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,37.79,yolo11n,8340.037,2720.51,1968.351,325261.44,106099.904,76765.696
gpu,918000000,37.46,yolo11n,9259.802,3716.823,1948.208,361132.288,144956.096,75980.096
