Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,62.54,yolov3-tiny-416-bs1,7433.735,2202.427,1823.949,282481.92,83692.224,69310.08
gpu,918000000,64.64,yolov3-tiny-416-bs1,8437.202,3169.218,1842.773,329050.88,123599.488,71868.16
