Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,39.36,super_resolution_bsd500-bs1,9027.399,2470.461,2546.345,352068.544,96347.968,99307.456
gpu,918000000,48.12,super_resolution_bsd500-bs1,11715.354,3818.17,3535.986,468614.144,152726.784,141439.424
