Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,59.28,efficientnet_b5,7643.664,2383.155,1853.712,305746.56,95326.208,74148.48
gpu,918000000,72.71,efficientnet_b5,9084.437,3693.542,1891.0,354293.056,144048.128,73748.992
