Throughput: 48.65
[2025-06-16 22:51:10.181] VDD_IN: 7378.560 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:10.529] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:10.876] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:11.223] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:11.573] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:11.925] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:12.278] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:12.626] VDD_IN: 7378.560 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:12.977] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:13.324] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:13.674] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:14.021] VDD_IN: 7378.560 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:14.370] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:14.715] VDD_IN: 7378.560 mW, VDD_CPU_GPU_CV: 2133.568 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:15.064] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:15.415] VDD_IN: 7378.560 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:15.761] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:16.109] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:16.457] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:16.805] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:17.153] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:17.500] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:17.850] VDD_IN: 7297.920 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:18.199] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:18.547] VDD_IN: 7378.560 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:18.893] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:19.241] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:19.588] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:19.935] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:20.285] VDD_IN: 7378.560 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1854.720 mW,
[2025-06-16 22:51:20.636] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:20.984] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:21.335] VDD_IN: 7297.920 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:21.682] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:22.031] VDD_IN: 7297.920 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:22.376] VDD_IN: 7297.920 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:22.725] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:23.072] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:23.421] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:23.769] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:24.116] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:24.460] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
[2025-06-16 22:51:24.811] VDD_IN: 7338.240 mW, VDD_CPU_GPU_CV: 2093.312 mW, VDD_SOC: 1814.400 mW,
