Throughput: 58.39
[2025-04-19 17:41:47.103] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:47.485] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:47.873] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:48.260] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:48.645] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:49.035] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:49.415] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:49.799] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:50.185] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:50.570] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:50.955] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:51.340] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1895.040 mW,
[2025-04-19 17:41:51.725] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1895.040 mW,
